speech_id,topic_id,speech_order,member_name_original,member_name,text,num_words,num_characters
2024-04-02-T-015-S-00112,2024-04-02-T-015,112,Mr Desmond Choo (Tampines),Desmond Choo,"Mr Speaker, this Bill is aimed at bolstering law enforcement efforts in Singapore. It addresses two critical areas  combating scams and enhancing Home Team operations. I will speak on them in turn. First, on combating scams. Scams have surged globally with technological advancements and Singapore is no exception. From 2022 to 2023, there was a 46.8% increase in scam cases. Victims lost more than S$600 million. This is despite having measures, such as SMS Sender ID Registry and blocking overseas scam calls, amongst other measures. The Bill targets three key groups involved in facilitating scams  those irresponsibly registering local SIM cards or Group A; those possessing or supplying SIM cards or Group B; and retailers facilitating fraudulent SIM card registration or Group C. For Group A, can the Ministry clarify why 10 SIM cards is used as a threshold? For Group C, authorisation is an essential condition. How can the Ministry simplify and standardise the authorisation processes for companies to implement this effectively? The proposed penalties for offenders include fines of up to $10,000 and/or imprisonment, with harsher penalties for repeat offenders. Because the potential losses caused to victims are high, we should consider minimum fines and jail terms for individual offenders and fines tied to a percentage of annual revenue for retailers. Effective strategies are crucial to detect and prosecute such sales of SIM cards. Many of them operate on platforms like Telegram or Carousell. How would the Ministry work with the platform owners to stem out such activities? Next, on the enhancements to support our Home Team operations. The proposed amendments empower law enforcement agencies, particularly the Police Force, in handling mental health-related incidents. It seeks to set clear thresholds for apprehension, ensuring effectiveness and clarity. Mental health experts, rightfully, are concerned that the changes could lead to wrongful apprehensions and deepen stigma of mental health patients. Currently, Police can only apprehend mentally disordered individuals if they pose ""imminent"" danger. The proposed amendments would allow apprehension based on a ""reasonable belief"" of potential harm. What are the measures put in place to minimise hasty assessment by untrained officers that increase the chances wrongful apprehension? In addition, can the Ministry also clarify what are the scenarios constituting what is ""reasonably"" in determining when a Police officer may make such arrest or apprehension. I propose that the Ministry also partner the mental health community to train and prepare our officers for this new change in the law. At the same time, we must appreciate the difficulties in making the right operational decisions. It is not uncommon for Police officers to encounter situations on the ground where the threat of violence can escalate very quickly. There are many variables that can cause such escalation. Such situations can happen during patrols. They can also happen when Police officers are called down to a scene. There can be very little time from the escalation to harm actually being caused. Our officers must be trusted and empowered to protect not only the subject but also innocent bystanders. They must also have the weight of the law behind them to discharge their duties and not have to second-guess themselves. In fact, second-guessing in such situations can be highly dangerous. In the years that I served in the Singapore Police Force, I have witnessed a few of such situations that warrant decisive actions. Our officers' deep training allows them to execute their roles decisively even while they put themselves harm's way. These very actions make the difference between minimising harm and allowing a situation to go very wrong. Thus, we must provide our officers with every available tool to protect life and property. Thus, I support the enhancements in the Bill. At the same time, I note that it is crucial to ensure sensitive and safe apprehension procedures that are updated regularly. Partnership with the mental healthcare sector to develop standardised procedures and providing additional training and resources for law enforcement officers is essential. Lastly, regarding apprehension in attempted suicide cases, individuals are obligated to aid Police officers. Can the Ministry clarify that refusal to aid the officer, while regrettable is not an offence? In conclusion, I support the Bill as a crucial step in fortifying Singapore's security and resilience. The amendments targeting scams offer promising solutions which can reduce the number of scam-related incidents. Additionally, sensitive treatment and effective handling of mentally disordered individuals by law enforcement agencies with clear parameters informed and supported by the mental health community will be paramount. Mr Speaker, I support the Bill.",753,4025
2024-04-02-T-015-S-00113,2024-04-02-T-015,113,Mr Speaker,Speaker,Ms He Ting Ru.,4,10
2024-04-02-T-015-S-00114,2024-04-02-T-015,114,Ms He Ting Ru (Sengkang),He Ting Ru,"Mr Speaker, I will focus my speech today on concerns that I have on Part 3 of the Law Enforcement and Other Matters Bill, which deal with the apprehension of persons. Clause 13 of the Bill amends section 7 of the Mental Health Care and Treatment Act 2008, or MHCTA, by reducing the threshold requirement for a police or special police officer to exercise the power to apprehend a person. This amendment supersedes the interpretation of danger by the General Division of the High Court in Mah Kiat Seng vs Attorney-General and Others. In that case, the Court held at paragraph 48 that the use of the word ""danger"" implied a degree of imminence, that is, that without the Police officer's intervention, such behaviour is likely to occur within a short time, which the Judge stated that he would consider to be a matter of hours rather than days. In addition, the Court clarified that there must be a reasonably imminent risk of physical harm to the person apprehended or others. The new amendment proposed in this Bill supersedes the High Court's interpretation by empowering Police and special police officers to apprehend a person, P, if they believe that P may endanger peace or any other person's life or personal safety. It would also introduce a new sub-clause (2), subsection (aa), which provides that it is sufficient that the danger to life or personal safety is only reasonably likely to occur and need not be imminent and actual harm is not required. While I appreciate that the Minister for Home Affairs had previously stated in this House that law should not inadvertently result in defensive policing, I believe that it is important to make it clear that the amendments reducing the threshold to apprehend a person is subject to safeguards and for the public to know and understand what those safeguards are. As our law currently stands, the Police's general power of arrest is subject to various safeguards under the Criminal Procedure Code. The distinction between arrestable and non-arrestable offences make clear the situations where a police officer may arrest someone without a warrant. For example, while the police may arrest without a warrant someone on suspicion that they have caused or may voluntarily cause grievous hurt to another person, the police cannot arrest without a warrant in a situation where the offence is that of voluntarily causing hurt. With the proposed amendments, I would like to seek clarification from the Minister of my understanding that these changes are in response to the High Court's ruling in Mah. Additionally and specifically, can the Minister detail what specific challenges our law enforcement officers have had while carrying out their policing duties with suspects who are persons suffering from mental health crises or illnesses that warrant these amendments? I have concerns that the threshold being lowered has to be very carefully weighed up against the expressed aims of Singaporean society to do more to properly support and address mental health challenges facing some of our fellow Singaporeans, especially when law enforcement officers do not necessarily have the training and resources to fully understand the challenging and complex issues surrounding mental health conditions. I have five main points and clarifications about the new threshold. First, I have a concern that the lowering of the threshold from the Court's clarification of a reasonably imminent risk being lowered to a reasonable likelihood that danger to life or personal safety may occur under the MHCTA would lead to different standards applying to those who may be living with mental health conditions or illness. In fact, according to the UN Committee on the Rights of Persons with Disabilities (CRPD Committee), such a distinction is discriminatory. In September 2015, in Guidelines on the Right to Liberty and Security of Persons with Disabilities issued by the CRPD Committee, legislations like the MHCTA, which allow the detention of persons on the ground of their actual or perceived impairment on the basis that they are deemed dangerous to themselves or to others, are discriminatory in nature and amount to arbitrary deprivation of liberty. Can the Minister clarify if the Government has considered its obligations under the UN Convention on the Rights of Persons with Disabilities, which the Government ratified in 2013, in tabling this amendment? If so, how do the proposed amendments square with our CRPD commitments? In October 2022, the CRPD Committee issued its concluding observations for its first periodic review of Singapore's record on disability rights. At paragraph 30A of the concluding observations in respect of Article 14 of the CRPD on the Rights of Persons with Disabilities to Liberty, the CRPD Committee urged Singapore to repeal all legislative provisions allowing for the involuntary deprivation of liberty of persons with intellectual disabilities and persons with psychosocial disabilities on the grounds of their impairment or their perceived dangerousness to themselves or others. As noted above, this refers specifically to the MHCTA. I note that the Minister for Health had stated in a response to a Parliamentary Question (PQ) in 2021 that the MHCTA is already in compliance with the requirements of Article 14 of the CRPD. Can the Government confirm if this position on the MHCTA remains the same, notwithstanding the CRPD Committee's recommendation for this House to reform this law? If not, will the Government consider the necessary steps to be taken to ensure that the MHCTA complies with our obligations under the CRPD? Second, the High Court Judge in Mah also noted that he considered that a time frame for imminence under the new old threshold would be a matter of hours rather than days. With the introduction of the new threshold of reasonable risk to safety, can the Minister confirm if there would be any time frames that are applied to the assessment of whether to detain? If so, what are they? Third, paragraph 23 of MHA's press release on this Bill gives an example of a situation where police records show that the person making the threat has a history of mental disorder. Would the Minister be able to confirm that all persons suspected to be suffering from mental crises and falling under this new threshold would be subject to a background check for a history of mental disorder? However, it is unclear to me also what the records refer to and what kind of history would be applicable here. If there is no history, does this mean that no intervention is possible? Fourth, given the concerns above, what safeguards, guidelines or training and support would police officers be given in applying the new threshold to situations on the ground, especially after they have made a decision to detain the suspect? After all, we are drawing a delicate balance between public safety on the one hand and the proper treatment and approach to those living with mental illness and conditions. In an article published in JOM last week, Chan Lee Shan, drawing on her own experiences of being arrested while suffering from her first and only episode of psychosis, raised concerns about a person living with mental illness and crises ending up being traumatised by the experience, particularly if they are then treated no differently from a conventional arrest and held in police cells while checks are being made and next steps are being decided as to what would be the most appropriate step for treatment, release or otherwise. Finally, on the new thresholds, what options are available to those who believe that they were erroneously detained, subject to what they believe to be excessive force or trauma? These are not theoretical concerns, as after all, the Mah case was one where the officer was found to have made certain statements which were later withdrawn after being contradicted by body-worn camera footage and the judge also expressed concerns about the discrepancies between the medical report produced by the examining doctor and the evidence later submitted. The safeguards and guidelines I asked about are thus extremely important if an occasion arises where the conduct of the arrest or apprehension and subsequent procedures are problematic. Taking a step back to look at a bigger picture and in light of the Second Minister's acknowledgement of Deputy Prime Minister's declaration to this House that mental health is a key national priority, in February 2024 and the large number of Members who spoke to express their concern and even alarm over the situation facing us, I am worried about the amendments to the MHTCTA unnecessarily perpetuating stigma against persons living with mental health conditions. This entrenchment of discrimination against those living with mental health conditions was also a concern that was highlighted in an op-ed published in The Straits Times last week. The authors pointed out quite rightly that this is a major concern and identified the balance between three main prongs. First, upholding public safety; second, respect for the dignity of the person in crisis; and third, the proportionate use of force. For sure, this is a tricky balance to get right and I hope that my concerns raised above can help us better appreciate the various segments contained of each of these prongs when discussing whether these amendments help or hinder our stated aims to reduce and ultimately eliminate stigma for those living with mental illness or mental health conditions. A related point then is also whether the police are best placed to respond to persons experiencing mental health crises. In recent years, many countries have taken steps to implement alternative strategies to provide support and de-escalate the situation. For example, in 2017, Sweden introduced a psychiatric emergency response team which would send an ambulance comprising two mental health nurses and one paramedic to attend to persons experiencing a mental health crisis. Another approach is the United Kingdom (UK) Street triage model, a partnership scheme between the police and approved mental health professionals to provide advice and support for people experiencing mental health crises. We have taken encouraging steps in this direction here in Singapore. In March 2021, IMH partnered SPF to pilot the Crisis Response Team, a mental health crisis response team in Singapore dedicated to providing timely care and support to persons with suicidal tendencies in the community. A 2023 journal article published in European Psychiatry found that CRT intervention could mitigate suicide risk and pressure on the mental health system, that is, reduce unnecessary emergency room visits and hospital admissions, create greater mental health awareness and facilitate individuals' connection to mental health care services, that is, in hospitals or the community. Given the positive impact of the CRT, has the Government considered expanding the programme to respond not only to cases involving the risk of suicide but also persons experiencing mental health crises more generally? Such a move can also help reduce the strain on our police. In response to a PQ in March 2022, the Minister for Home Affairs had stated that the Police and other investigative agencies' primary task is to deter crime, investigate and deal with crime, and they are not deeply trained in mental health issues. We have to balance our current police and public safety approach to persons experiencing mental health crises and discuss how we may adopt a more person-centric approach that focuses on providing care and support in these situations. I thus conclude my speech with two suggestions. First, I hope that more work will be done across the Government to educate and help more citizens better understand the complex issues that lie behind the occasional intersection between public law enforcement and those experiencing mental health crises. For this, the National Council of Social Service (NCSS) launched the Beyond the Label Collective in 2022. At the launch of the Collective, former President Halimah Yaacob noted in her speech that we should not erroneously associate criminality or violence with mental health conditions, as this is rarely the case. We therefore need more public education campaigns to help Singaporeans better appreciate the difficulties involved in achieving the tricky balance between public safety and the needs and dignity of those living with mental health conditions, which may end up being infringed when they are unable to get appropriate support and treatment that is needed to get them and their loved ones when they may be experiencing a mental health crisis. Second, interested members of the public can be trained as community first responders to support persons experiencing mental health crises. Currently, the Community Life-Saving Programme, offered jointly by the People's Association and MHA, offers the standard First Aid plus AED Awareness Course, SFAA and the CPR AED certification. This can be expanded to include the Singapore Emergency Responder Academy's First Aid and Mental Health Training Programme. Volunteers with the People's Association Community Emergency Response Team should also attend such training so that they are able to respond to persons experiencing mental health crises. With their knowledge, these trained volunteers can also serve as ambassadors to educate their communities and persons living with mental health conditions.",2163,11063
2024-04-02-T-015-S-00115,2024-04-02-T-015,115,Mr Speaker,Speaker,Mr Yip Hon Weng.,4,12
2024-04-02-T-015-S-00116,2024-04-02-T-015,116,Mr Yip Hon Weng (Yio Chu Kang),Yip Hon Weng,"Mr Speaker, Sir, I will focus on two topics  first, on local SIM card misuse; and second, on the enhancement of police officers' powers in apprehending people who show signs of a mental disorder and pose a safety risk to themselves or others. First, local SIM card misuse has seen an exponential surge in recent years. The statistics are alarming. The number of local mobile lines implicated in scams and other cybercrimes has quadrupled in just two years. This worrying trend is reflected in the financial losses as well, with victims losing nearly triple the amount in 2023 – a staggering $384 million compared to $137 million in 2021. The nature of these scams has also evolved, making them more insidious. In the past, a simple rule of thumb of ignoring unexpected calls with foreign numbers sufficed as a cautionary measure. However, criminals have now shifted tactics, exploiting local phone numbers to lure unsuspecting victims. This shift preys on the inherent trust we place on local calls, especially for our vulnerable elderly population. Our seniors are more likely to answer local calls, creating a prime opportunity for scammers to exploit their trust. The consequences can be devastating when victims fall prey to such deception. While I commend the Government's initiative to tighten regulations and combat this issue, I believe that there are several key clarifications that need to be addressed. First, Mr Speaker, Sir, we must acknowledge the vulnerability of certain individuals. These very people can become unwitting accomplices, having their SIM cards misused either by mistake or through exploitation. They are, in essence, both victims and potential targets. I am glad that those who have legitimate reasons or were genuinely tricked into giving up their particulars would not be held liable. Nevertheless, I also understand that this could complicate enforcement and proving intent is always difficult. Hence, we must try to tackle the problem at its roots. How will this Bill target family members, relatives, caregivers and persons who exploit their close contact with vulnerable elderly, in misusing their identity to register SIM cards? Are there plans to educate and warn the elderly against the misuse of their identity in SIM card registration? Likewise, how does this Bill address situations where multiple SIM cards have been misused by family members, but the elderly person feigns or alleges ignorance? Will there be penalties for the elderly and subsequently, the main perpetrator? Second, Mr Speaker, Sir, we should create a system that empowers retailers to whistle blow conveniently and anonymously. The role of retailers in combating this issue cannot be overstated. Retailers are on the front lines. Empowering them to act as a safeguard is critical. But expecting them to reject every suspected case of bulk SIM card purchases for malicious purposes may not be practical. Customer service personnel may face pressure from their superiors or irate customers if a purchase is mistakenly flagged. Therefore, exploring alternative avenues for retailers to report suspicious activities is essential. The Government should develop an avenue that allows for convenient and anonymous whistle blowing. This would alleviate the burden of direct confrontation for customer service personnel and will encourage more proactive reporting. Furthermore, exploring incentives for such reporting is worth considering. Recognising retailers who actively participate in combating SIM card misuse could be highly effective. For example, a public recognition program that designates them as ""Trusted SIM Retailers"" would not only incentivise vigilance, but also boost their reputation among customers seeking secure and responsible service providers. It may also deter possible perpetrators from approaching such retailers. This approach fosters collaboration and promotes ethical practices within the retail sector. Next, Mr Speaker, Sir, I will move on to address the amendments relating to the apprehension of mentally disordered persons. In particular, the lowering of the threshold before a mentally disordered individual may be apprehended to one of reasonable suspicion, when an act of possible harm is reasonably likely to occur and not only when it is imminent and mental disorder is suspected. I support the move to empower Police officers to apprehend the said individuals. The harm they may cause to themselves or others around them is irreparable. An obvious example is if they end up successfully committing suicide or homicide. The move is a pre-emptive approach that protects both the person, as well as those around them. At the outset, we must always remember that mental illness is not a crime. Mental illness expressed as anti-social behaviour in and of itself may not be life-threatening. Even among the mentally ill, there is a wide spectrum of behaviours. It is thus imperative that our Police officers must be better equipped to identify potential signs of mental illness, both in the individuals with a history and those without, always with the view of harm reduction and not the stigmatisation of the mentally ill. I am concerned that if our Police officers lack the expertise to do so, they may not be able to use the powers effectively or responsibly. The recent case of Mah Kiat Seng vs Attorney-General and Others has raised some concerns. In this case, Mr Mah claimed he was wrongly arrested and imprisoned based on false information provided by a Police officer. How can the Government prevent similar situations from happening again? With great power comes great responsibility. The good standing of our men in blue relies on them being able to exercise their powers in a manner that balances the need for decisive action in high-stress operational situations, with a keen sense of human dignity and skillful instinct honed through experience and training. This is all the more delicate when Police deal with the mentally ill who have already been triggered by stressful situations and this becomes further exacerbated by Police intervention. While the law empowers Police to apprehend individuals believed to be a danger to themselves or others due to mental health concerns, it is critical to have safeguards against misuse. The Court acknowledged the importance of Police discretion in such situations, but also highlighted the need for responsible action. This case raises the question  what safeguards are in place to prevent Police officers from overstepping their authority, as seen in the Mah Kiat Seng case? Public trust in our institutions hinges on the belief that we act in the best interests of all Singaporeans. This extends to our Police force, who require proper training and clear guidelines to uphold their duty effectively. Unclear procedures create apprehension for both the public and Police officers, potentially hindering enforcement and fostering disputes. The proposed law empowers Police to apprehend individuals under specific circumstances. To ensure transparency and to minimise apprehension, the Ministry should clarify these thresholds. Additionally, clear guidelines are critical to prevent potential power abuses and ensure effective collaboration with mental health professionals. While traditional training methods have value, equipping Police with real-world case studies, hands-on experience and access to mental health experts is vital. Training should emphasise de-escalation tactics and provide a framework for officers to escalate complex situations to appropriate personnel for further evaluation. Moving on, Mr Speaker, Sir, as we delve into other aspects of the Bill, it is critical to acknowledge the limitations of some of the new regulations while exploring further solutions. While section 39H of the Bill allows for extraterritorial effect, the question of enforcement remains. How will this provision be effectively implemented? How will we establish collaborative efforts with other foreign jurisdictions to apprehend perpetrators operating outside our borders? Additionally, part 2 clause 6 empowers the Police to decide against pursuing non-arrestable offenses. The criteria outlined – cases deemed ""not of a serious nature"" or with ""insufficient grounds"" – warrant further clarification. For instance, how will this impact issues like neighbourly disputes or noise complaints? Will isolated incidents of nuisance be entirely dismissed, leaving residents with no avenue for recourse? A clear framework for addressing such situations is necessary. In conclusion, Mr Speaker, Sir, this Bill represents a positive step towards combating the rise of SIM card misuse and enhancing public safety. However, to maximise its effectiveness, I urge the House to consider the following  first, protect vulnerable populations. We must establish clear guidelines to address the misuse of seniors' identities for SIM card registration. Educational initiatives can empower them to identify and prevent such exploitation. Second, empower retailers. A system for anonymous whistleblowing by retailers, coupled with an incentive program like ""Trusted SIM Retailer"" designation, can significantly improve vigilance and reporting. Next, regarding the amendments to Police powers, while empowering officers to apprehend individuals with mental health issues is critical, ensuring fair implementation is paramount. To this end, transparency and clear guidelines are essential to prevent misuse of power and public fear. We also need to equip Police officers with comprehensive training, with real-world scenarios, giving them access to mental health professionals, and providing a framework to escalate complex cases. By prioritising these recommendations, we can strengthen the Bill and ensure it safeguards both our citizens and their security. Let us work together to send a clear message  zero tolerance for SIM card misuse and having trust in the enforcement of Police powers. With the proposed amendments, we can create a more secure Singapore for all. I support the Bill.",1535,8313
2024-04-02-T-015-S-00117,2024-04-02-T-015,117,Mr Speaker,Speaker,Dr Syed Harun.,3,11
2024-04-02-T-015-S-00118,2024-04-02-T-015,118,Dr Syed Harun Alhabsyi (Nominated Member),Syed Harun Alhabsyi,"Thank you, Mr Speaker. My contribution to this debate relates specifically to part 3 of the Bill, the Amendments Relating To Apprehension under the Mental Health (Care and Treatment) Act and the Police Force Act. I wish to declare that I am a psychiatrist in private practice and am the Honorary Secretary of the Singapore Psychiatric Association. I am also a visiting consultant psychiatrist at a restructured hospital. I wish to also add that I have dealt with many a psychiatric emergency in my line of work. I have myself been conflicted and made the harrowing call to law enforcement over grave concerns that an acquaintance was at risk of potential suicide. Firstly, let me qualify categorically that by an overwhelming proportion and majority, most individuals labouring under mental illness would not fulfil the threshold set out within this proposed Bill for apprehension by Police. The large majority of those with mental illness struggle silently, may appear normal to most and are able to navigate life's challenges with some treatment and support from family and loved ones. The individuals for whom this Bill could apply represent but a slither of individuals who are afflicted with mental illness or mental health concerns. When placed under much duress, entrenched and severe mental illness can impair one's mind, to the extent that he or she may consider life not worth living anymore and contemplate suicide. Often, at this juncture, all hope appears lost, reasonableness is absent and negative thoughts have festered well beyond fleeting moments of self-doubt in themselves and their lives. If we are lucky, such individuals – with encouragement from family and loved ones – would agree to present themselves to a psychiatrist much earlier for treatment. However, there are times where family members, who themselves could also be at a loss, reach out for external help from community organisations or call upon law enforcement, especially when they are deeply concerned for the safety of the individual. I can say with some confidence that our Police officers are confronted with this on a daily basis. Almost a daily occurrence, at the IMH Emergency Room, ever so often there would be some Police presence bringing a distressed person to be assessed by a designated medical practitioner, on account of section 7 of the Mental Health (Care and Treatment) Act, or MHCTA. When someone is on the brink of suicide and immense despair, they would have lost all hope, are taxed with a sense of worthlessness and with no longing to continue living. Police officers and their Home Team colleagues remain their last hope for rescue, and such officers often put themselves at risk to honour their duty to protect fellow Singaporeans. For context, often these apprehensions take place in unfamiliar surroundings and home environments, in the presence of sharp objects like blades and knives, with open ungrilled windows or even at corridors of significant height. The tension in the air would be palpable, sometimes with raised voices of frustration and emotions running high. Time is of the essence and where reasonable grounds are sufficiently present to suggest a potential threat to self and others, my view is that apprehension may be necessary to save a life under such circumstances. This Bill, Mr Speaker, gives some latitude for Police officers to act with some urgency and not reactively, before a suicide attempt becomes imminent and before rescue could be more risky, both for the person who is under duress and for those who are trying to make a genuine attempt at rescue. Where suicide risk assessment, even for psychiatrists, is not a perfect science, my view is that it is fair and appropriate for Police officers to exercise reasonable judgement without waiting for a suicide to be imminently clear or after such attempt at lethal harm has been actualised. Mr Speaker, there are ground concerns that stigma could be further perpetuated as a direct result of the proposed changes in the Bill, but I beg to differ, in that this Bill is scoped within a very specific circumstance of a psychiatric emergency and only where there is a patent risk of suicide. Even as I advocate for this Bill today, there are three things I hope the Ministry can look into moving forward, if not already done today, to really reassure concerns on the ground and hon Members of the House today. First, it is to ensure structured training. Structured training for Police officers in the apprehension of attempted suicide cases would be important to guide Police officers fronting such work, and this could be coupled with considered inputs from care professionals and specialists in the field. Such structured training would also be important to ensure that while there is some latitude and range for judgement by Police officers on the ground, the exercise of such powers of apprehension continues to be done with propriety, with confidence and with safety in mind. Second, to ensure access to psychiatric evaluation and assessment without delay after apprehension. Where the apprehension is done under subsections 26A to 26F of the Police Force Act, the Ministry must then ensure that the individuals are sent for a formal assessment by a medical practitioner or a designated medical practitioner at a psychiatric institution under the sections 9 and 10 of the MHTCA with expedience and without delay. If the premise of the apprehension was due to concerns over a potential suicide attempt and a mental disorder, then it follows that it is treatment that the individual needs and care and assessment must be forthcoming as soon as safety is established. Third, to work more closely with mental health professionals in such crisis work. I think there is scope for the Ministry to study the prospect of closer collaboration between mental health professionals and law enforcement especially when dealing with crisis calls relating to mentally disordered individuals. There could be value in having combined teams of law enforcement and mental health practitioners as collaborative first responders to ensure that, on one hand, there is Police resource for swift apprehension to safety of such individuals where required and if the threshold is not met and care can be safely given, mental health professionals, in turn, could be the ones offering supportive care thereafter. In conclusion, Mr Speaker, I would like to thank our Police officers on the ground for the work that they do in relation to such apprehensions, where there needs to be a delicate balance in their approach of care for the person in distress, alongside a swift desire to bring the person to safety. As a clinician and psychiatrist, my role in addressing psychiatric emergencies is moot without first ensuring that any patient of mine is safe, first and foremost. No meaningful medical treatment is possible without first ensuring safety of the patient and rescuer. This parallels our approach to dealing with medical emergencies too, as is the protocol for Basic Cardiac Life Support which I am sure many Members of the House are trained and are familiar with. The acronym is DRSABCD – Assess for Danger, Assess for Responsiveness, Send for Help, Airway, Breathing, CPR and Defibrillation, where in the first instance, danger must be ameliorated as a first and utmost priority and remains several steps ahead before CPR treatment can take place. Similarly, in the face of a psychiatric emergency, where there is an active threat or concern over suicide, a danger to life either imminent or reasonably anticipated, the work of our Police officers and their Civil Defence counterpart remain important. Within reasonable grounds, my view is that they should be empowered to exercise appropriate means to perform such a lifesaving role, before any ensuing treatment can be administered accordingly. Mr Speaker, I rise in support of the Bill.",1294,6485
2024-04-02-T-015-S-00119,2024-04-02-T-015,119,Mr Speaker,Speaker,Mr Louis Chua.,3,11
2024-04-02-T-015-S-00120,2024-04-02-T-015,120,Mr Chua Kheng Wee Louis (Sengkang),Chua Kheng Wee Louis,"Mr Speaker, my speech today will touch on the proposed amendments to deter the misuse of local SIM cards. By now, we are all well aware of how the proliferation of scams and cybercrimes and hence, the overall crime rate in Singapore is on a sharp rise in recent years. While physical crime cases have declined over the past five years, from 23,980 cases in 2019 to 19,966 cases in 2023, the reverse has happened for scam and cybercrime cases, rising almost five times from 11,135 cases in 2019 to 50,376 cases in 2023, with the increase seen last year the largest annual increase yet, at 16,707 cases or an almost 50% jump compared to the year before. While we may not be living in the metaverse per se as yet, our digital lives and online footprint are increasingly inescapable aspects of our everyday lives – from the way we communicate and socialise via online messaging apps and social media, the way we go about our daily jobs in front of our laptops and even the way we transact in the offline world buying lunch or groceries, with Singapore moving closer towards a cashless society. The Gallup's Law and Order Index uses four questions to gauge people's sense of personal security and their own experiences with crime and law enforcement. While much of these relate to one's sense of physical safety and security, in this day and age, it is worth looking at these questions from the digital sphere as well. For example, one of the questions relate to, ""within the last 12 months, have you had money or property stolen from you or another household member?"" These days, the losses from scams are likely to be way more significant, sometimes involving our life savings, than losing one's wallet from snatch theft or robbery. And while we may ""feel safe walking alone at night"", it is noteworthy that 96% of the population, aged 15 and above, are at least somewhat concerned about becoming a victim of scams; with 99% of seniors, aged 60 and above, sharing the same concern. As scammers and criminal networks continue to evolve their approach in committing scams and cybercrimes against Singaporeans, we need to step up our game to reverse the worrying trend in scam cases and I believe the new measures would be a welcome addition into our arsenal in the war against scammers and cybercriminals. Nonetheless, I have a few areas of concern which I hope the Minister will be able to address. The Bill introduces offences targeting three groups of offenders – irresponsible registrants; those receiving, supplying or possessing local SIM cards; and retailers facilitating fraudulent registration of local SIM cards. Given our earlier efforts to tighten SIM card registration requirements and the implementation of the +65 prefix to identify foreign scam syndicates spoofing local numbers, these scammers have turned to using local SIM cards instead. As set out in the MHA's press release, the rampant misuse of local SIM cards to perpetuate scams has been driven by people who give away their SIM cards or provide their particulars to others to be used to sign up for SIM cards, typically for money, also known as ""irresponsible registrants"". While it certainly is irresponsible of such people when viewed from a rational third-party perspective, it may be the case of ignorance from the perspective of certain persons, of the significant harms such a seemingly innocent move can cause. To me, it is much less defensible to feign ignorance when it comes to cases involving lending one's identity to be a phantom employee, even earning extra Central Provident Fund (CPF) along the way, while enabling dishonest companies to sidestep foreign worker quotas, or to wilfully lend one's bank accounts in return for a fee to facilitate money laundering. Under section 39B, it would be presumed that a person has reasonable grounds to believe, that the local SIM card would be used to commit or facilitate a crime and until the contrary is proved, could be found guilty of an offence and liable to a fine not exceeding $10,000 or to imprisonment for a term not exceeding three years, or both. To what extent do we wish to pursue or even imprison an elderly person, or someone who may not be literate or sophisticated enough to see the criminal element of this act, even as someone gave him a ""token sum"" to thank him for his time and efforts and would have ""ticked the box"" on receiving ""any gain""? What kind of educational or information campaigns will be conducted to protect those who may not have wilfully committed an offence for a quick buck and could now face imprisonment? I welcome section 39G, which makes it an offence for a retailer or telecommunication licensee to register a local SIM card using any person's particulars without that person's authorisation or knowing the particulars were false or misleading under certain conditions. We have certainly seen cases in the past, where errant retailers were taken to task; such as earlier this year, where an authorised dealer was fined $48,000 for exploiting customers' personal data to register SIM cards without their knowledge or consent, making an estimated profit of $35,000 along the way. However, just as we censure financial institutions for not putting in place adequate Anti-Money Laundering and Counter-Terrorism Financing measures, to what extent does the buck stop at the retailers and authorised dealers themselves; and when would the telecommunication licensee itself be liable for failing to prevent, detect and address such abuses of their SIM cards and telecommunications networks to facilitate crime? Beyond employees of retailers or the mobile service providers, who may have been directly involved in facilitating the SIM card registrations, to what extent would the management team and the board of these companies be liable themselves under the new section 39G, especially since the employees of these mobile service providers are specifically identified as such? Mr Speaker, allow me to say a few words in Mandarin. (In Mandarin)  As we all know, while physical crimes have decreased over the past five years, scams and cybercrime cases have risen sharply, leading to increase in the overall crime rate in Singapore in recent years. Signs indicate that more scammers are using local SIM cards for scams and illegal lending, even setting up accounts such as PayNow to receive illicit funds and creating accounts on messaging apps such as WhatsApp. After the passing of the Law Enforcement and Other Matters Bill, providing personal information to strangers for the registration of local SIM cards, selling SIM cards registered under one's own or another person's name, or receiving, supplying or possessing someone else's SIM card without proper justification can constitute criminal offences. Many of us may intuitively know that providing one’s identity to dishonest companies as a phantom employee to earn CPF funds, or handing over one’s bank accounts to strangers to help unscrupulous individuals abuse the accounts, or even facilitating money laundering activities, are all illegal. However, many people may not realise the significant harm that can result from providing one’s identity to strangers for the registration of local SIM cards. Therefore, I urge the Government to conduct more publicity campaigns on this topic to protect our fellow citizens who may unwittingly commit an offense, such as the elderly and those with diminished mental capacity.",1227,5983
2024-04-02-T-015-S-00121,2024-04-02-T-015,121,Mr Speaker,Speaker,Ms Yeo Wan Ling.,4,12
